code,scheme_name,funding_commencement_year,grant_status,funding_at_announcement,funding_current,administering_organisation,for_primary_codes,for_primary_names,for_all_codes,for_all_names,fellowship_holders,fellowship_holders_orcids
DE140100223,Discovery Early Career Researcher Award,2014,Closed,385735,394646.0,The University of Newcastle,0101,Pure Mathematics,0101; 010101; 010104; 010111,Pure Mathematics; Algebra and Number Theory; Combinatorics and Discrete Mathematics (Excl. Physical Combinatorics); Real and Complex Functions (Incl. Several Variables),A/Prof Michael Coons,
DE140101759,Discovery Early Career Researcher Award,2014,Closed,385720,227027.0,RMIT University,0912,Materials Engineering,090406; 0912; 091207,Powder and Particle Technology; Materials Engineering; Metals and Alloy Materials,Dr Yafeng Yang,
DE140100500,Discovery Early Career Researcher Award,2014,Closed,383066,401572.0,La Trobe University,0601,Biochemistry and Cell Biology,0601; 060103,"Biochemistry and Cell Biology; Cell Development, Proliferation and Death",Dr Sebastian Dworkin,0000-0001-5828-9992
DE140101253,Discovery Early Career Researcher Award,2014,Closed,392360,422302.0,The Australian National University,1801,Law,160607; 1801; 180116,International Relations; Law; International Law (Excl. International Trade Law),Dr Michelle Burgis-Kasthala,
DE140101553,Discovery Early Career Researcher Award,2014,Closed,395220,418075.0,The University of Queensland,0903,Biomedical Engineering,060113; 0903; 090301; 100709,Synthetic Biology; Biomedical Engineering; Biomaterials; Nanomedicine,A/Prof Frank Sainsbury,0000-0001-8152-3820
DE140101489,Discovery Early Career Researcher Award,2014,Closed,387220,115624.0,The University of Queensland,0905,Civil Engineering,0905; 090501; 100712,Civil Engineering; Civil Geotechnical Engineering; Nanoscale Characterisation,Dr Nazife Erarslan,
DE140100220,Discovery Early Career Researcher Award,2014,Closed,375149,397050.0,The Australian National University,0603,Evolutionary Biology,0603; 060306; 060309; 060311,Evolutionary Biology; Evolutionary Impacts of Climate Change; Phylogeny and Comparative Analysis; Speciation and Extinction,Dr Paul Oliver,
DE140100946,Discovery Early Career Researcher Award,2014,Closed,394561,413681.0,University of Tasmania,0602,Ecology,0602; 060203; 060303; 060705,Ecology; Ecological Physiology; Biological Adaptation; Plant Physiology,Asst Prof Scott McAdam,0000-0002-9625-6750
DE140100390,Discovery Early Career Researcher Award,2014,Closed,392371,411406.0,The University of Melbourne,1604,Human Geography,120507; 1604; 160403; 160404,Urban Analysis and Development; Human Geography; Social and Cultural Geography; Urban and Regional Studies (Excl. Planning),Prof Ilan Wiesel,0000-0002-7244-1775
DE140100549,Discovery Early Career Researcher Award,2014,Closed,373220,391108.0,The University of Adelaide,1007,Nanotechnology,100402; 1007; 100706; 100711,"Medical Biotechnology Diagnostics (Incl. Biosensors); Nanotechnology; Nanofabrication, Growth and Self Assembly; Nanophotonics",A/Prof Abel Santos,0000-0002-5081-5684
DE140101477,Discovery Early Career Researcher Award,2014,Closed,393689,389034.0,The University of Queensland,0501,Ecological Applications,0501; 050102; 050202; 060202,Ecological Applications; Ecosystem Function; Conservation and Biodiversity; Community Ecology (Excl. Invasive Species Ecology),Prof Eve McDonald-Madden,0000-0001-7755-2338
DE140101366,Discovery Early Career Researcher Award,2014,Closed,376527,394756.0,University of Wollongong,0101,Pure Mathematics,0101; 010110; 010203,"Pure Mathematics; Partial Differential Equations; Calculus of Variations, Systems Theory and Control Theory",A/Prof Jiakun Liu,0000-0003-4409-4187
DE140100624,Discovery Early Career Researcher Award,2014,Closed,372529,390584.0,The University of Melbourne,0205,Optical Physics,020201; 0205; 020501,Atomic and Molecular Physics; Optical Physics; Classical and Physical Optics,A/Prof Andrew Martin,0000-0003-3704-1829
DE140100088,Discovery Early Career Researcher Award,2014,Closed,378628,396982.0,Monash University,0101,Pure Mathematics,0101; 010105; 080204,Pure Mathematics; Group Theory and Generalisations; Mathematical Software,Prof Dr Heiko Dietrich,0000-0002-1996-9650
DE140100215,Discovery Early Career Researcher Award,2014,Closed,394752,327733.0,The University of Queensland,0806,Information Systems,0806; 080604; 080606,Information Systems; Database Management; Global Information Systems,Dr Kai Zheng,
DE140100868,Discovery Early Career Researcher Award,2014,Closed,389967,408834.0,The University of New South Wales,1701,Psychology,110903; 1701; 170101,"Central Nervous System; Psychology; Biological Psychology (Neuropsychology, Psychopharmacology, Physiological Psychology)",Dr Vincent Laurent,0000-0003-2333-8437
DE140100864,Discovery Early Career Researcher Award,2014,Closed,394334,413446.0,Victoria University,1106,Human Movement and Sports Science,060104; 060411; 1106; 110602,"Cell Metabolism; Population, Ecological and Evolutionary Genetics; Human Movement and Sports Science; Exercise Physiology",Prof Nir Eynon,0000-0003-4046-8276
DE140100716,Discovery Early Career Researcher Award,2014,Closed,367420,385258.0,Deakin University,1007,Nanotechnology,1007; 100708; 100712; 100799,Nanotechnology; Nanomaterials; Nanoscale Characterisation; Nanotechnology Not Elsewhere Classified,Prof Weiwei Lei,
DE140100275,Discovery Early Career Researcher Award,2014,Closed,392979,412025.0,RMIT University,0807,Library and Information Studies,080403; 0807; 080704,Data Structures; Library and Information Studies; Information Retrieval and Web Search,Prof Jason Culpepper,0000-0002-1902-9087
DE140101143,Discovery Early Career Researcher Award,2014,Closed,395220,414375.0,Western Sydney University,0607,Plant Biology,0607; 060702; 060705,Plant Biology; Plant Cell and Molecular Biology; Plant Physiology,Prof Zhong-Hua Chen,0000-0002-7531-320X
DE140100200,Discovery Early Career Researcher Award,2014,Closed,385279,403870.0,The University of New South Wales,0501,Ecological Applications,040699; 0501; 050101; 090905,Physical Geography and Environmental Geoscience Not Elsewhere Classified; Ecological Applications; Ecological Impacts of Climate Change; Photogrammetry and Remote Sensing,A/Prof Yi Liu,0000-0001-9059-8269
DE140100524,Discovery Early Career Researcher Award,2014,Closed,395220,414375.0,Monash University,0905,Civil Engineering,0905; 090508; 090509,Civil Engineering; Water Quality Engineering; Water Resources Engineering,Prof David McCarthy,0000-0001-8845-6501
DE140100421,Discovery Early Career Researcher Award,2014,Closed,378442,396030.0,Monash University,1605,Policy and Administration,130313; 1605; 160506; 160809,Teacher Education and Professional Development of Educators; Policy and Administration; Education Policy; Sociology of Education,Prof Daniel Harris,0000-0002-1138-8229
DE140100387,Discovery Early Career Researcher Award,2014,Closed,349179,366103.0,Deakin University,0801,Artificial Intelligence and Image Processing,0801; 080109; 080604,Artificial Intelligence and Image Processing; Pattern Recognition and Data Mining; Database Management,A/Prof Guangyan Huang,0000-0002-1821-8644
DE140100558,Discovery Early Career Researcher Award,2014,Closed,389220,433639.0,The University of Queensland,0601,Biochemistry and Cell Biology,0601; 060106; 060110; 060111,"Biochemistry and Cell Biology; Cellular Interactions (Incl. Adhesion, Matrix, Cell Wall); Receptors and Membrane Biology; Signal Transduction",Dr Michele Bastiani,
DE140100100,Discovery Early Career Researcher Award,2014,Closed,375289,393177.0,University of Canberra,2001,Communication and Media Studies,111714; 2001; 200104,Mental Health; Communication and Media Studies; Media Studies,Dr Kate Holland,0000-0003-3873-5769
DE140100708,Discovery Early Career Researcher Award,2014,Closed,297003,107443.0,The University of Sydney,0802,Computation Theory and Mathematics,010104; 0802; 080201; 080202,Combinatorics and Discrete Mathematics (Excl. Physical Combinatorics); Computation Theory and Mathematics; Analysis of Algorithms and Complexity; Applied Discrete Mathematics,Dr Fabrizio Frati,
DE140101364,Discovery Early Career Researcher Award,2014,Closed,316720,262839.0,The University of Sydney,0201,Astronomical and Space Sciences,0201; 020102,Astronomical and Space Sciences; Astronomical and Space Instrumentation,Dr Daniel Huber,0000-0001-8832-4488
DE140100918,Discovery Early Career Researcher Award,2014,Closed,395220,408621.0,The University of New South Wales,2002,Cultural Studies,160104; 2002; 200204; 220317,Social and Cultural Anthropology; Cultural Studies; Cultural Theory; Poststructuralism,A/Prof Eben Kirksey,0000-0001-6067-1525
DE140100232,Discovery Early Career Researcher Award,2014,Closed,394190,413297.0,The University of Melbourne,2003,Language Studies,2003; 200319; 200405,Language Studies; Aboriginal and Torres Strait Islander Languages; Language In Culture and Society (Sociolinguistics),Dr Ruth Singer,0000-0003-4915-3262
DE140100144,Discovery Early Career Researcher Award,2014,Closed,333331,348757.0,Deakin University,2005,Literary Studies,2005; 200502; 200503; 200508,Literary Studies; Australian Literature (Excl. Aboriginal and Torres Strait Islander Literature); British and Irish Literature; Other Literatures In English,A/Prof Kristine Moruzi,0000-0002-2636-975X
DE140100741,Discovery Early Career Researcher Award,2014,Closed,389564,408421.0,Queensland University of Technology,0102,Applied Mathematics,010110; 0102; 010202; 010204,Partial Differential Equations; Applied Mathematics; Biological Mathematics; Dynamical Systems In Applications,Prof Dr Petrus van Heijster,0000-0001-6072-3102
DE140101879,Discovery Early Career Researcher Award,2014,Closed,309660,248054.0,Macquarie University,0603,Evolutionary Biology,060206; 0603; 060302; 060309,Palaeoecology; Evolutionary Biology; Biogeography and Phylogeography; Phylogeny and Comparative Analysis,Dr Graeme Lloyd,
DE140101181,Discovery Early Career Researcher Award,2014,Closed,384183,128126.0,The University of Newcastle,1702,Cognitive Sciences,170112; 170202; 1702,"Sensory Processes, Perception and Performance; Decision Making; Cognitive Sciences",Dr Don van Ravenzwaaij,
DE140100056,Discovery Early Career Researcher Award,2014,Closed,392290,411302.0,Griffith University,0301,Analytical Chemistry,0301; 030107; 040202,Analytical Chemistry; Sensor Technology (Chemical Aspects); Inorganic Geochemistry,A/Prof William Bennett,0000-0002-8126-4555
DE140100993,Discovery Early Career Researcher Award,2014,Closed,293520,307720.0,The University of New South Wales,0104,Statistics,0104; 010401; 010404; 010406,Statistics; Applied Statistics; Probability Theory; Stochastic Analysis and Modelling,Dr Zdravko Botev,
DE140100878,Discovery Early Career Researcher Award,2014,Closed,394605,417431.0,Macquarie University,1902,"Film, Television and Digital Media",1902; 190204; 200104; 210301,"Film, Television and Digital Media; Film and Television; Media Studies; Aboriginal and Torres Strait Islander History",Prof Tom Murray,0000-0002-9587-643X
DE140100080,Discovery Early Career Researcher Award,2014,Closed,389352,407954.0,Australian Catholic University,1303,Specialist Studies In Education,1303; 130309; 170102; 170103,Specialist Studies In Education; Learning Sciences; Developmental Psychology and Ageing; Educational Psychology,Prof Philip Parker,0000-0002-4604-8566
DE140101375,Discovery Early Career Researcher Award,2014,Active,395220,412308.0,The University of Sydney,0299,Other Physical Sciences,0299; 029902; 080110; 090602,"Other Physical Sciences; Complex Physical Systems; Simulation and Modelling; Control Systems, Robotics and Automation",Dr Cliff Kerr,
DE140101570,Discovery Early Career Researcher Award,2014,Closed,363128,380483.0,The Australian National University,1604,Human Geography,111706; 111717; 1604; 160499,Epidemiology; Primary Health Care; Human Geography; Human Geography Not Elsewhere Classified,Prof Nasser Bagheri,0000-0003-1097-2797
DE140101577,Discovery Early Career Researcher Award,2014,Closed,364362,407473.0,The University of Queensland,2103,Historical Studies,200510; 210105; 2103; 210306,"Latin and Classical Greek Literature; Archaeology of Europe, the Mediterranean and the Levant; Historical Studies; Classical Greek and Roman History",Dr Amelia Brown,0000-0002-8657-3373
DE140101978,Discovery Early Career Researcher Award,2014,Closed,383899,399325.0,Edith Cowan University,2002,Cultural Studies,2002; 200203; 200212; 200299,Cultural Studies; Consumption and Everyday Life; Screen and Media Culture; Cultural Studies Not Elsewhere Classified,Dr Donell Holloway,0000-0003-2202-5551
DE140101389,Discovery Early Career Researcher Award,2014,Closed,318898,333844.0,The University of Queensland,0602,Ecology,050211; 0602; 060207; 060502,Wildlife and Habitat Management; Ecology; Population Ecology; Infectious Agents,Dr Hawthorne Beyer,
DE140100060,Discovery Early Career Researcher Award,2014,Closed,394245,413347.0,La Trobe University,1608,Sociology,1608; 160805; 160809; 220202,Sociology; Social Change; Sociology of Education; History and Philosophy of Education,A/Prof Katie Wright,0000-0002-1562-7194
DE140100575,Discovery Early Career Researcher Award,2014,Closed,394575,413691.0,The University of Adelaide,0607,Plant Biology,0607; 060702; 060705,Plant Biology; Plant Cell and Molecular Biology; Plant Physiology,Dr Megan Shelden,0000-0002-7203-3763
DE140100489,Discovery Early Career Researcher Award,2014,Closed,395220,83324.0,The University of Queensland,0206,Quantum Physics,0206; 020603; 020604,"Quantum Physics; Quantum Information, Computation and Communication; Quantum Optics",Dr Cyril Branciard,
DE140101206,Discovery Early Career Researcher Award,2014,Closed,368720,371618.0,The Australian National University,1699,Other Studies In Human Society,160499; 1699; 169905,Human Geography Not Elsewhere Classified; Other Studies In Human Society; Studies of Pacific Peoples' Societies,Dr Matthew Allen,
DE140100569,Discovery Early Career Researcher Award,2014,Closed,372952,387924.0,The University of Queensland,0904,Chemical Engineering,0904; 090403; 090404,Chemical Engineering; Chemical Engineering Design; Membrane and Separation Technologies,Prof Thomas Rufford,0000-0002-8865-7976
DE140101788,Discovery Early Career Researcher Award,2014,Closed,358920,273879.0,Australian Nuclear Science and Technology Organisation,0304,Medicinal and Biomolecular Chemistry,0304; 030403; 030603; 060110,Medicinal and Biomolecular Chemistry; Characterisation of Biological MacRomolecules; Colloid and Surface Chemistry; Receptors and Membrane Biology,Dr Anton Le Brun,
DE140100212,Discovery Early Career Researcher Award,2014,Closed,393229,411972.0,Griffith University,0905,Civil Engineering,0905; 090506,Civil Engineering; Structural Engineering,A/Prof Benoit Gilbert,
DE140101097,Discovery Early Career Researcher Award,2014,Closed,395127,414278.0,Monash University,1701,Psychology,111714; 1701; 170101; 220101,"Mental Health; Psychology; Biological Psychology (Neuropsychology, Psychopharmacology, Physiological Psychology); Bioethics (Human and Animal)",A/Prof Adrian Carter,0000-0002-3593-0772
DE140100253,Discovery Early Career Researcher Award,2014,Closed,373700,356630.0,The University of Queensland,1502,"Banking, Finance and Investment",1502; 150201,"Banking, Finance and Investment; Finance",A/Prof Md Shams Tabrize Pathan,0000-0001-8171-3501
DE140100076,Discovery Early Career Researcher Award,2014,Closed,394585,413705.0,University of Tasmania,0404,Geophysics,040104; 0404; 040403; 040503,Climate Change Processes; Geophysics; Geophysical Fluid Dynamics; Physical Oceanography,Dr Andreas Klocker,0000-0002-2038-7922
DE140100719,Discovery Early Career Researcher Award,2014,Closed,383312,400833.0,University of Technology Sydney,1402,Applied Economics,1402; 140208; 140214; 140304,Applied Economics; Health Economics; Public Economics- Publically Provided Goods; Panel Data Analysis,A/Prof Meliyanni Johar,0000-0002-2381-1741
DE140100316,Discovery Early Career Researcher Award,2014,Closed,325515,341292.0,Curtin University,0201,Astronomical and Space Sciences,0201; 020102; 020103; 090609,Astronomical and Space Sciences; Astronomical and Space Instrumentation; Cosmology and Extragalactic Astronomy; Signal Processing,Prof Cathryn Trott,0000-0001-6324-1766
DE140101710,Discovery Early Career Researcher Award,2014,Closed,381620,0.0,University of Tasmania,0404,Geophysics,040313; 0404; 040402; 040407,Tectonics; Geophysics; Geodynamics; Seismology and Seismic Exploration,Asst Prof Catherine Rychert,
DE140100701,Discovery Early Career Researcher Award,2014,Closed,386006,430614.0,The Australian Institute of Marine Science,0501,Ecological Applications,0501; 050101; 050103; 050202,Ecological Applications; Ecological Impacts of Climate Change; Invasive Species Ecology; Conservation and Biodiversity,Dr Camille Mellin,
DE140101628,Discovery Early Career Researcher Award,2014,Closed,301970,316582.0,Macquarie University,0805,Distributed Computing,080201; 0805; 080501,Analysis of Algorithms and Complexity; Distributed Computing; Distributed and Grid Systems,Dr Young Choon Lee,
DE140100017,Discovery Early Career Researcher Award,2014,Closed,394800,413935.0,Monash University,0801,Artificial Intelligence and Image Processing,0801; 080108; 080309,"Artificial Intelligence and Image Processing; Neural, Evolutionary and Fuzzy Computation; Software Engineering",Prof Aldeida Aleti,0000-0002-1716-690X
DE140100775,Discovery Early Career Researcher Award,2014,Closed,394177,413273.0,The University of New South Wales,0204,Condensed Matter Physics,0204; 020404; 100705,Condensed Matter Physics; Electronic and Magnetic Properties of Condensed Matter; Superconductivity; Nanoelectronics,Dr Oleh Klochan,0000-0002-2837-275X
DE140100432,Discovery Early Career Researcher Award,2014,Closed,394308,272964.0,The University of Melbourne,1107,Immunology,1107; 110704,Immunology; Cellular Immunology,Prof Laura Mackay,0000-0002-8496-6632
DE140101530,Discovery Early Career Researcher Award,2014,Closed,372744,390802.0,Flinders University,0903,Biomedical Engineering,0903; 090301; 090302; 110601,Biomedical Engineering; Biomaterials; Biomechanical Engineering; Biomechanics,A/Prof Saulo Martelli,0000-0002-0012-8122
DE140100614,Discovery Early Career Researcher Award,2014,Closed,395220,414375.0,The University of New South Wales,0906,Electrical and Electronic Engineering,020504; 0906; 090606,"Photonics, Optoelectronics and Optical Communications; Electrical and Electronic Engineering; Photonics and Electro-Optical Engineering (Excl. Communications)",A/Prof Shaghik Atakaramians,0000-0001-7413-8254
DE140101033,Discovery Early Career Researcher Award,2014,Closed,315220,330523.0,The University of New South Wales,0604,Genetics,0604; 060405; 060407; 060410,Genetics; Gene Expression (Incl. Microarray and Other Genome-Wide Approaches); Genome Structure and Regulation; Neurogenetics,Prof Irina Voineagu,0000-0003-4162-3872
DE140101962,Discovery Early Career Researcher Award,2014,Closed,395220,396040.0,The University of Western Australia,0604,Genetics,0604; 060403; 060404; 060408,Genetics; Developmental Genetics (Incl. Sex Determination); Epigenetics (Incl. Genome Methylation and Epigenomics); Genomics,A/Prof Ozren Bogdanovic,0000-0001-5680-0056
DE140101071,Discovery Early Career Researcher Award,2014,Closed,375000,393175.0,RMIT University,1701,Psychology,110903; 1701; 170101,"Central Nervous System; Psychology; Biological Psychology (Neuropsychology, Psychopharmacology, Physiological Psychology)",Dr Amy Reichelt,0000-0002-0637-0411
DE140100364,Discovery Early Career Researcher Award,2014,Closed,392815,410423.0,RMIT University,1205,Urban and Regional Planning,1205; 120501; 160514,Urban and Regional Planning; Community Planning; Urban Policy,A/Prof Crystal Legacy,0000-0002-8687-7297
DE140101398,Discovery Early Career Researcher Award,2014,Closed,355744,372259.0,Swinburne University of Technology,0103,Numerical and Computational Mathematics,0103; 010302; 091402; 091406,Numerical and Computational Mathematics; Numerical Solution of Differential and Integral Equations; Geomechanics and Resources Geotechnical Engineering; Petroleum and Reservoir Engineering,Dr Louise Olsen-Kettle,0000-0003-0515-3949
DE140100559,Discovery Early Career Researcher Award,2014,Closed,372109,390365.0,Monash University,1606,Political Science,160104; 1606; 160606; 169903,Social and Cultural Anthropology; Political Science; Government and Politics of Asia and the Pacific; Studies of Asian Society,Dr Antje Missbach,
DE140100963,Discovery Early Career Researcher Award,2014,Closed,395220,414375.0,The University of Adelaide,0605,Microbiology,0605; 060501,Microbiology; Bacteriology,Dr Claudia Trappetti,
DE140101094,Discovery Early Career Researcher Award,2014,Closed,395220,414375.0,The University of Western Australia,0904,Chemical Engineering,0904; 090401; 091406; 091505,Chemical Engineering; Carbon Capture Engineering (Excl. Sequestration); Petroleum and Reservoir Engineering; Heat and Mass Transfer Operations,A/Prof Paul Stanwix,0000-0002-7069-8569
DE140100750,Discovery Early Career Researcher Award,2014,Closed,395106,414139.0,The University of Adelaide,1701,Psychology,1701; 170101; 170109; 170112,"Psychology; Biological Psychology (Neuropsychology, Psychopharmacology, Physiological Psychology); Personality, Abilities and Assessment; Sensory Processes, Perception and Performance",Dr Irina Baetu,0000-0002-5565-7136
DE140101588,Discovery Early Career Researcher Award,2014,Closed,392459,411528.0,University of Wollongong,1117,Public Health and Health Services,111403; 1117; 111712,Paediatrics; Public Health and Health Services; Health Promotion,Dr Dylan Cliff,
DE140101056,Discovery Early Career Researcher Award,2014,Closed,380156,398781.0,Macquarie University,0301,Analytical Chemistry,0301; 030104; 030107; 091205,Analytical Chemistry; Immunological and Bioassay Methods; Sensor Technology (Chemical Aspects); Functional Materials,Prof Yuling Wang,0000-0003-3627-7397
DE140100598,Discovery Early Career Researcher Award,2014,Closed,346980,363797.0,The University of New South Wales,0201,Astronomical and Space Sciences,0201; 020103; 020104; 020110,Astronomical and Space Sciences; Cosmology and Extragalactic Astronomy; Galactic Astronomy; Stellar Astronomy and Planetary Systems,A/Prof Sarah Martell,0000-0002-3430-4163
DE140101216,Discovery Early Career Researcher Award,2014,Closed,356291,373352.0,The University of New South Wales,1801,Law,1801; 180111; 180119,Law; Environmental and Natural Resources Law; Law and Society,Prof Cameron Holley,0000-0003-2747-9587
DE140100190,Discovery Early Career Researcher Award,2014,Closed,388600,40963.0,Monash University,0607,Plant Biology,060305; 060403; 0607; 060703,Evolution of Developmental Systems; Developmental Genetics (Incl. Sex Determination); Plant Biology; Plant Developmental and Reproductive Biology,Dr Dag Eklund,
DE140101449,Discovery Early Career Researcher Award,2014,Closed,392404,66326.0,The University of New South Wales,0906,Electrical and Electronic Engineering,010203; 0906; 090602,"Calculus of Variations, Systems Theory and Control Theory; Electrical and Electronic Engineering; Control Systems, Robotics and Automation",Asst Prof Abdul-Hakeem AlOmari,
DE140101764,Discovery Early Career Researcher Award,2014,Closed,362941,380404.0,Deakin University,1605,Policy and Administration,160403; 1605; 160514,Social and Cultural Geography; Policy and Administration; Urban Policy,A/Prof Yamini Narayanan,0000-0003-4851-904X
DE140100178,Discovery Early Career Researcher Award,2014,Closed,395220,414375.0,University of Wollongong,0401,Atmospheric Sciences,039901; 0401; 040102; 040104,Environmental Chemistry (Incl. Atmospheric Chemistry); Atmospheric Sciences; Atmospheric Dynamics; Climate Change Processes,A/Prof Nicholas Deutscher,0000-0002-2906-2577
DE140101493,Discovery Early Career Researcher Award,2014,Closed,368720,380867.0,Griffith University,0605,Microbiology,0605; 060504; 060506,Microbiology; Microbial Ecology; Virology,A/Prof Lara Herrero,0000-0002-5661-9828
DE140100550,Discovery Early Career Researcher Award,2014,Closed,358248,375299.0,The University of Melbourne,0307,Theoretical and Computational Chemistry,030402; 0307; 030701; 060112,Biomolecular Modelling and Design; Theoretical and Computational Chemistry; Quantum Chemistry; Structural Biology (Incl. MacRomolecular Modelling),A/Prof Lars Goerigk,0000-0003-3155-675X
DE140101281,Discovery Early Career Researcher Award,2014,Closed,384589,403102.0,The University of New South Wales,0602,Ecology,0602; 060201; 060801; 060808,Ecology; Behavioural Ecology; Animal Behaviour; Invertebrate Biology,Dr Sean Blamires,
DE140101886,Discovery Early Career Researcher Award,2014,Closed,386929,405578.0,Commonwealth Scientific and Industrial Research Organisation,0604,Genetics,0604; 060405; 060702; 060703,Genetics; Gene Expression (Incl. Microarray and Other Genome-Wide Approaches); Plant Cell and Molecular Biology; Plant Developmental and Reproductive Biology,Dr Robert Allen,
DE140100262,Discovery Early Career Researcher Award,2014,Closed,395220,414375.0,The University of New South Wales,0601,Biochemistry and Cell Biology,0601; 060112; 060113; 060501,Biochemistry and Cell Biology; Structural Biology (Incl. MacRomolecular Modelling); Synthetic Biology; Bacteriology,A/Prof Lawrence Lee,0000-0002-4453-4886
DE140100047,Discovery Early Career Researcher Award,2014,Closed,395218,414359.0,Australian Catholic University,1302,Curriculum and Pedagogy,1302; 130204; 200201; 200401,"Curriculum and Pedagogy; English and Literacy Curriculum and Pedagogy (Excl. Lote, Esl and Tesol); Aboriginal and Torres Strait Islander Cultural Studies; Applied Linguistics and Educational Linguistics",Prof Kathy Mills,0000-0003-1140-3545
DE140100588,Discovery Early Career Researcher Award,2014,Closed,395220,414375.0,The University of Melbourne,1701,Psychology,110902; 110903; 1701; 170101,"Cellular Nervous System; Central Nervous System; Psychology; Biological Psychology (Neuropsychology, Psychopharmacology, Physiological Psychology)",Dr Thibault Renoir,
DE140100633,Discovery Early Career Researcher Award,2014,Closed,395169,408908.0,The University of Queensland,0101,Pure Mathematics,0101; 010101; 010103; 010505,"Pure Mathematics; Algebra and Number Theory; Category Theory, K Theory, Homological Algebra; Mathematical Aspects of Quantum and Conformal Field Theory, Quantum Gravity and String Theory",A/Prof Masoud Kamgarpour,0000-0001-9522-256X
DE140101608,Discovery Early Career Researcher Award,2014,Closed,394655,413775.0,The University of New South Wales,0501,Ecological Applications,0501; 050101; 050104; 050205,Ecological Applications; Ecological Impacts of Climate Change; Landscape Ecology; Environmental Management,Dr Mirela Tulbure,0000-0003-1456-183X
DE140101359,Discovery Early Career Researcher Award,2014,Closed,395220,440277.0,Commonwealth Scientific and Industrial Research Organisation,0912,Materials Engineering,030302; 0912; 091202; 100304,Nanochemistry and Supramolecular Chemistry; Materials Engineering; Composite and Hybrid Materials; Industrial Biotechnology Diagnostics (Incl. Biosensors),Dr Cara Doherty,
DE140101715,Discovery Early Career Researcher Award,2014,Closed,395220,439821.0,The Australian National University,0603,Evolutionary Biology,0603; 060302; 060306; 060411,"Evolutionary Biology; Biogeography and Phylogeography; Evolutionary Impacts of Climate Change; Population, Ecological and Evolutionary Genetics",A/Prof Ceridwen Fraser,0000-0002-6918-8959
DE140100958,Discovery Early Career Researcher Award,2014,Closed,394112,413203.0,The University of Queensland,0604,Genetics,060201; 060303; 0604; 060412,Behavioural Ecology; Biological Adaptation; Genetics; Quantitative Genetics (Incl. Disease and Trait Mapping Genetics),Dr Thomas Gosden,
DE140100180,Discovery Early Career Researcher Award,2014,Closed,394305,413400.0,The Australian National University,0801,Artificial Intelligence and Image Processing,0801; 080104; 080106,Artificial Intelligence and Image Processing; Computer Vision; Image Processing,Dr Yuchao Dai,0000-0002-4432-7406
DE140101123,Discovery Early Career Researcher Award,2014,Closed,393359,394651.0,The Australian National University,1606,Political Science,160201; 1606; 160604; 170113,Causes and Prevention of Crime; Political Science; Defence Studies; Social and Community Psychology,Dr Haroro Ingram,
DE140100481,Discovery Early Career Researcher Award,2014,Closed,389548,433533.0,The University of Sydney,1606,Political Science,1606; 160607,Political Science; International Relations,Prof Megan MacKenzie,
DE140101626,Discovery Early Career Researcher Award,2014,Closed,394179,413283.0,The University of New South Wales,0601,Biochemistry and Cell Biology,0601; 060108; 060110; 110704,Biochemistry and Cell Biology; Protein Trafficking; Receptors and Membrane Biology; Cellular Immunology,Dr Jeremie Rossy,
DE140100052,Discovery Early Career Researcher Award,2014,Closed,378773,397278.0,The University of Queensland,1601,Anthropology,1601; 160104; 160803; 200209,"Anthropology; Social and Cultural Anthropology; Race and Ethnic Relations; Multicultural, Intercultural and Cross-Cultural Studies",A/Prof Gerhard Hoffstaedter,0000-0001-6083-3141
DE140100237,Discovery Early Career Researcher Award,2014,Closed,389865,272428.0,The University of Queensland,0912,Materials Engineering,090606; 0912; 091202; 091205,Photonics and Electro-Optical Engineering (Excl. Communications); Materials Engineering; Composite and Hybrid Materials; Functional Materials,Dr Jing Lin,
DE140101700,Discovery Early Career Researcher Award,2014,Closed,395220,414375.0,RMIT University,0206,Quantum Physics,020504; 0206; 020603; 100711,"Photonics, Optoelectronics and Optical Communications; Quantum Physics; Quantum Information, Computation and Communication; Nanophotonics",A/Prof Alberto Peruzzo,0000-0002-7953-3875
DE140100191,Discovery Early Career Researcher Award,2014,Closed,335349,351613.0,The University of Melbourne,2103,Historical Studies,2103; 210305; 210307; 210308,"Historical Studies; British History; European History (Excl. British, Classical Greek and Roman); Latin American History",Dr Heather Dalton,0000-0003-0989-0399
DE140101481,Discovery Early Career Researcher Award,2014,Closed,390000,408901.0,The University of Melbourne,0604,Genetics,060306; 060311; 0604; 060411,"Evolutionary Impacts of Climate Change; Speciation and Extinction; Genetics; Population, Ecological and Evolutionary Genetics",Dr Luke Holman,0000-0002-7268-2173
DE140101077,Discovery Early Career Researcher Award,2014,Closed,361642,116669.0,Macquarie University,1799,Other Psychology and Cognitive Sciences,170101; 170204; 1799; 179999,"Biological Psychology (Neuropsychology, Psychopharmacology, Physiological Psychology); Linguistic Processes (Incl. Speech Production and Comprehension); Other Psychology and Cognitive Sciences; Psychology and Cognitive Sciences Not Elsewhere Classified",Dr Simon McCarthy-Jones,
DE140101473,Discovery Early Career Researcher Award,2014,Closed,381838,400544.0,Deakin University,1303,Specialist Studies In Education,130108; 1303; 130302; 130313,"Technical, Further and Workplace Education; Specialist Studies In Education; Comparative and Cross-Cultural Education; Teacher Education and Professional Development of Educators",Prof Ly Tran,0000-0001-6543-6559
